400	4.87080480000086E-007 1.0 Wavelenght(nm) [W/m**2/str/nm]/SAND-3 integration_time(s)
405	4.46378522918188E-007
410	4.10909193454229E-007
415	3.80179549244999E-007
420	3.53725686054374E-007
425	3.31111960488244E-007
430	3.11930212710544E-007
435	2.95798989159044E-007
440	2.82362765260812E-007
445	2.71291168148245E-007
450	2.62278199374973E-007
455	0.000000255
460	2.4932136145925E-007
465	2.44880371970277E-007
470	2.41502215559463E-007
475	0.000000239
480	2.3717097026568E-007
485	2.35884665034419E-007
490	0.000000235
495	2.34374985561128E-007
500	2.33925000000054E-007
505	2.33554068356296E-007
510	2.33188057064125E-007
515	2.32767102283069E-007
520	2.32244832614246E-007
525	2.31587591816381E-007
530	2.30773661520512E-007
535	2.29792483947172E-007
540	2.28643884620723E-007
545	2.27337295086321E-007
550	2.25890975624936E-007
555	2.24331237969172E-007
560	2.2269166801915E-007
565	0.000000221
570	2.19339081969431E-007
575	2.1772261294908E-007
580	2.16217851225733E-007
585	2.14883094272548E-007
590	2.13779250025637E-007
595	0.000000213
600	2.12516320000051E-007
605	2.12485106844537E-007
610	2.12938997073866E-007
615	2.13940291671043E-007
620	2.15549238374288E-007
625	2.1782325439429E-007
630	2.20816149130369E-007
635	2.24577346885066E-007
640	2.29151109580497E-007
645	2.345757594746E-007
650	2.40882901875156E-007
655	2.48096647857362E-007
660	2.56232836979154E-007
665	2.65298259996452E-007
670	2.75289881579075E-007
675	2.86194063027424E-007
680	0.000000298
685	3.10627870160705E-007
690	3.24070206035706E-007
695	3.38248967587495E-007
700	3.53085839999525E-007
705	3.68487241382272E-007
710	3.84343545483811E-007
715	4.00528304409507E-007
720	4.16897471334111E-007
725	4.33288623222477E-007
730	4.49520183539982E-007
