400	2.70E-006	0.25	Wavelenght(nm)	[W/m**2/str/nm]/SAND-3
405	2.38E-006			
410	2.12E-006			
415	1.90E-006			
420	1.72E-006			
425	1.58E-006			
430	1.46E-006			
435	1.36E-006			
440	1.28E-006			
445	1.22E-006			
450	1.18E-006			
455	1.16E-006			
460	1.14E-006			
465	1.12E-006			
470	1.11E-006			
475	1.10E-006			
480	1.11E-006			
485	1.11E-006			
490	1.11E-006			
495	1.11E-006			
500	1.10E-006			
505	1.09E-006			
510	1.07E-006			
515	1.05E-006			
520	1.04E-006			
525	1.04E-006			
530	1.04E-006			
535	1.03E-006			
540	1.03E-006			
545	1.02E-006			
550	1.02E-006			
555	1.02E-006			
560	1.01E-006			
565	1.01E-006			
570	1.01E-006			
575	1.01E-006			
580	1.01E-006			
585	1.01E-006			
590	1.01E-006			
595	1.01E-006			
600	1.01E-006			
605	1.01E-006			
610	1.02E-006			
615	1.02E-006			
620	1.03E-006			
625	1.04E-006			
630	1.04E-006			
635	1.05E-006			
640	1.06E-006			
645	1.08E-006			
650	1.09E-006			
655	1.12E-006			
660	1.14E-006			
665	1.17E-006			
670	1.21E-006			
675	1.25E-006			
680	1.31E-006			
685	1.38E-006			
690	1.46E-006			
695	1.56E-006			
700	1.68E-006			
705	1.82E-006			
710	1.99E-006			
715	2.19E-006			
720	2.43E-006			
725	2.71E-006			
730	3.03E-006			
